Facility_Name,Facility_Type,ISCED020,ISCED1,ISCED2,ISCED3,Full_Addr,City,Prov_Terr,Postal_Code,CSDNAME,Longitude,Latitude
École élémentaire catholique Roger-Saint-Denis,Catholic,1,1,0,0,186 Barrow crois. Kanata Ontario K2L2C7,Kanata,ON,K2L2C7,Ottawa,-75.8823,45.311279999999996
École élémentaire catholique Saint-François-d'Assise,Catholic,1,1,0,0,35 Melrose av. Ottawa Ontario K1Y1T8,Ottawa,ON,K1Y1T8,Ottawa,-75.7237,45.40242
École élémentaire catholique Saint-Guillaume,Catholic,1,1,1,0,5750 Buckland chemin Vars Ontario K0A3H0,Vars,ON,K0A3H0,Ottawa,-75.3537,45.35568
École élémentaire catholique Saint-Jean-Paul II,Catholic,1,1,0,0,5473 Abbott Est Rue Stittsville Ontario K2S0A8,Stittsville,ON,K2S0A8,Ottawa,-75.9045,45.2693
École élémentaire catholique Saint-Joseph d'Orléans,Catholic,1,1,0,0,6664 Carrière rue Orléans Ontario K1C1J4,Orléans,ON,K1C1J4,Ottawa,-75.5214,45.46574
École élémentaire catholique Saint-Rémi,Catholic,1,1,0,0,100 promenade Walden KANATA Ontario K2K0G8,KANATA,ON,K2K0G8,Ottawa,-75.9235,45.3278
École élémentaire catholique Sainte-Anne,Catholic,1,1,1,0,235 Beausoleil promenade Ottawa Ontario K1N0C1,Ottawa,ON,K1N0C1,Ottawa,-75.682,45.43258
École élémentaire catholique Sainte-Bernadette,Catholic,1,1,0,0,3781 Sixth rue Gloucester Ontario K1T1K5,Gloucester,ON,K1T1K5,Ottawa,-75.6232,45.35191
École élémentaire catholique Sainte-Geneviève,Catholic,1,1,0,0,2198 Arch rue Ottawa Ontario K1G2H7,Ottawa,ON,K1G2H7,Ottawa,-75.6313,45.38983
École élémentaire catholique Sainte-Kateri,Catholic,1,1,0,0,2450 River Mist Chemin Ottawa Ontario K2J0S2,Ottawa,ON,K2J0S2,Ottawa,-75.7367,45.24559
École élémentaire catholique Sainte-Marguerite-Bourgeoys,Catholic,1,1,1,0,306 Read rue Merrickville Ontario K0G1N0,Merrickville,ON,K0G1N0,Merrickville-Wolford,-75.8414,44.91404
École élémentaire catholique Sainte-Marie,Catholic,1,1,0,0,2599 Innes chemin Gloucester Ontario K1B3J8,Gloucester,ON,K1B3J8,Ottawa,-75.5663,45.43201
École élémentaire catholique Sainte-Thérèse-d'Avila,Catholic,1,1,1,0,9575 Marionville chemin Marionville Ontario K4R1E5,Marionville,ON,K4R1E5,Ottawa,-75.3553,45.18171
École élémentaire catholique Terre-des-Jeunes,Catholic,1,1,0,0,1303 Fellows rue Ottawa Ontario K2C2V8,Ottawa,ON,K2C2V8,Ottawa,-75.7681,45.35221
École élémentaire catholique d'enseignement personnalisé La Source,Catholic,1,1,0,0,1445 Duford prom. Orléans Ontario K1E1E8,Orléans,ON,K1E1E8,Ottawa,-75.5089,45.47227
École élémentaire catholique d'enseignement personnalisé Lamoureux,Catholic,1,1,1,0,2540 Kaladar av. Ottawa Ontario K1V8C5,Ottawa,ON,K1V8C5,Ottawa,-75.6713,45.37266
École élémentaire catholique d'enseignement personnalisé Édouard-Bond,Catholic,1,1,0,0,920 Parkhaven av. Ottawa Ontario K2B5K3,Ottawa,ON,K2B5K3,Ottawa,-75.7767,45.36326
Collège Notre-Dame,Catholic,0,0,1,1,100 Lévis rue Sudbury Ontario P3C2H1,Sudbury,ON,P3C2H1,Greater Sudbury / Grand Sudbury,-80.993,46.4988
École secondaire Catholique Champlain,Catholic,0,0,1,1,61 Brookside chemin Chelmsford Ontario P0M1L0,Chelmsford,ON,P0M1L0,Greater Sudbury / Grand Sudbury,-81.1995,46.57246
École secondaire Notre-Dame-du-Sault,Catholic,0,0,1,1,600 North rue Sault Ste Marie Ontario P6B2B9,Sault Ste Marie,ON,P6B2B9,Sault Ste. Marie,-84.3301,46.52319
École secondaire catholique Jeunesse-Nord,Catholic,0,0,1,1,117 Youngfox chemin Blind River Ontario P0R1B0,Blind River,ON,P0R1B0,Blind River,-82.9649,46.1852
École secondaire catholique La Renaissance,Catholic,0,0,1,1,273 Mead Boulevard Espanola Ontario P5E1B3,Espanola,ON,P5E1B3,Espanola,-81.772933,46.260253
École secondaire catholique Saint-Joseph,Catholic,0,0,1,1,101 Churchill avenue Wawa Ontario P0S1K0,Wawa,ON,P0S1K0,Wawa,-84.7835,47.99678
École secondaire catholique Trillium,Catholic,0,0,1,1,9 Broomhead rue Chapleau Ontario P0M1K0,Chapleau,ON,P0M1K0,Chapleau,-83.41,47.84111
École secondaire catholique l'Horizon,Catholic,0,0,1,1,1650 Valleyview chemin Val Caron Ontario P3N1K7,Val Caron,ON,P3N1K7,Greater Sudbury / Grand Sudbury,-81.0089,46.59541
École secondaire du Sacré-Coeur,Catholic,0,0,1,1,261 Notre-Dame avenue Sudbury Ontario P3C5K4,Sudbury,ON,P3C5K4,Greater Sudbury / Grand Sudbury,-80.9889,46.4998
École élémentaire catholique Jean-Paul II,Catholic,1,1,1,0,1795 Main rue Val Caron Ontario P3N1R8,Val Caron,ON,P3N1R8,Greater Sudbury / Grand Sudbury,-81.0144,46.60967
École élémentaire catholique La Renaissance,Catholic,1,1,1,0,273 Mead Boulevard Espanola Ontario P5E1B3,Espanola,ON,P5E1B3,Espanola,-81.77380856,46.26061515
École élémentaire catholique Trillium,Catholic,0,0,1,0,9 Broomhead rue Chapleau Ontario P0M1K0,Chapleau,ON,P0M1K0,Chapleau,-83.4101,47.84075
Centre de formation pour adultes,Catholic,0,0,1,1,875 Ouellette avenue Windsor Ontario N9A4J6,Windsor,ON,N9A4J6,Windsor,-83.0365,42.31371
École secondaire catholique E.J.Lajeunesse,Catholic,0,0,1,1,600 E C Row ouest avenue Windsor Ontario N9E1A5,Windsor,ON,N9E1A5,Windsor,-82.9443,42.29009
École secondaire catholique l'Essor,Catholic,0,0,1,1,13605 St.Gregory chemin Tecumseh Ontario N8N3E4,Tecumseh,ON,N8N3E4,Tecumseh,-82.863,42.31441
École secondaire catholique École secondaire Monseigneur-Bruyère,Catholic,0,0,1,1,920 Huron rue London Ontario N5Y4K4,London,ON,N5Y4K4,London,-81.2326,43.01551
École secondaire catholique École secondaire Notre-Dame,Catholic,0,0,1,1,700 Bristol rue Woodstock Ontario N4T0E4,Woodstock,ON,N4T0E4,Woodstock,-80.7151,43.1493
École secondaire catholique École secondaire Saint-Dominique-Savio,Catholic,0,0,1,1,800 23e est rue Owen Sound Ontario N4K6Z5,Owen Sound,ON,N4K6Z5,Owen Sound,-80.9251,44.56422
École secondaire catholique École secondaire Saint-François-Xavier,Catholic,0,0,1,1,901 Les Rapides promenade Sarnia Ontario N7S6K2,Sarnia,ON,N7S6K2,Sarnia,-82.3537,42.99336
École secondaire catholique École secondaire de Pain Court,Catholic,0,0,1,1,14 Notre Dame rue Pain Court Ontario N0P1Z0,Pain Court,ON,N0P1Z0,Chatham-Kent,-82.2941,42.39176
École élémentaire catholique E.J. Lajeunesse,Catholic,0,0,1,0,600 E.C. Row Ouest ave Windsor Ontario N9E1A5,Windsor,ON,N9E1A5,Windsor,-83.0208,42.27687
École élémentaire catholique Frère André,Catholic,1,1,0,0,400 Base Line Ouest rue London Ontario N6J1W1,London,ON,N6J1W1,London,-81.2789,42.96323
École élémentaire catholique Georges P Vanier,Catholic,1,1,1,0,6200 Edgar rue Windsor Ontario N8S2A6,Windsor,ON,N8S2A6,Windsor,-82.9593,42.32452
École élémentaire catholique Monseigneur Jean Noël,Catholic,1,1,1,0,3225 California avenue Windsor Ontario N9E3K5,Windsor,ON,N9E3K5,Windsor,-83.0346,42.25885
École élémentaire catholique Monseigneur-Bruyère,Catholic,0,0,1,0,920 Huron rue London Ontario N5Y4K4,London,ON,N5Y4K4,London,-81.2326,43.01551
École élémentaire catholique Notre-Dame,Catholic,0,0,1,0,700 Bristol rue Woodstock Ontario N4T0E4,Woodstock,ON,N4T0E4,Woodstock,-80.7151,43.1493
École élémentaire catholique Pavillon des Jeunes,Catholic,1,1,1,0,326 Rourke Line Belle Riviere Ontario N0R1A0,Belle Riviere,ON,N0R1A0,Lakeshore,-82.7335,42.28787
École élémentaire catholique Saint-Ambroise,Catholic,1,1,1,0,2716 42 route St. Joachim Ontario N0R1S0,St. Joachim,ON,N0R1S0,Lakeshore,-82.6358,42.27229
École élémentaire catholique Saint-Antoine,Catholic,1,1,1,0,1317 Lesperance chemin Tecumseh Ontario N8N1X6,Tecumseh,ON,N8N1X6,Tecumseh,-82.8844,42.30149
École élémentaire catholique Saint-Edmond,Catholic,1,1,1,0,1880 Totten rue Windsor Ontario N9B1X3,Windsor,ON,N9B1X3,Windsor,-83.0473,42.28933
École élémentaire catholique Saint-Francis,Catholic,1,1,1,0,11 St Clair rue Tilbury Ontario N0P2L0,Tilbury,ON,N0P2L0,Chatham-Kent,-82.4351,42.25923
École élémentaire catholique Saint-François-Xavier,Catholic,0,0,1,0,901 Les Rapides promenade Sarnia Ontario N7S6K2,Sarnia,ON,N7S6K2,Sarnia,-82.3537,42.99359
École élémentaire catholique Saint-Jean-Baptiste,Catholic,1,1,1,0,365 Fryer rue Amherstburg Ontario N9V0C3,Amherstburg,ON,N9V0C3,Amherstburg,-83.0985,42.09782
École élémentaire catholique Saint-Jean-de-Brébeuf,Catholic,1,1,0,0,270 Chelton chemin London Ontario N6M0B9,London,ON,N6M0B9,London,-81.1761,42.95817
École élémentaire catholique Saint-Michel,Catholic,1,1,1,0,33 Sherman rue Leamington Ontario N8H5H6,Leamington,ON,N8H5H6,Leamington,-82.5942,42.04378
École élémentaire catholique Saint-Paul,Catholic,1,1,1,0,840 Comber Side Road Pointe-aux- Roches Ontario N0R1N0,Pointe-aux- Roches,ON,N0R1N0,Lakeshore,-82.5479,42.30625
École élémentaire catholique Saint-Philippe,Catholic,1,1,1,0,7195 St-Philippe line Grande Pointe Ontario N0P1S0,Grande Pointe,ON,N0P1S0,Chatham-Kent,-82.3183,42.46257
École élémentaire catholique Saint-Thomas-d'Aquin,Catholic,1,1,0,0,931 Champlain chemin Sarnia Ontario N7V2E9,Sarnia,ON,N7V2E9,Sarnia,-82.3767,42.99956
École élémentaire catholique Sainte-Catherine,Catholic,1,1,1,0,24162 Winterline chemin Pain Court Ontario N0P1Z0,Pain Court,ON,N0P1Z0,Chatham-Kent,-82.2917,42.39183
École élémentaire catholique Sainte-Marguerite-Bourgeoys,Catholic,1,1,0,0,700 Bristol rue Woodstock Ontario N4T0E4,Woodstock,ON,N4T0E4,Woodstock,-80.7516,43.14222
École élémentaire catholique Sainte-Marie,Catholic,1,1,0,0,90 Dale promenade Chatham Ontario N7L0B2,Chatham,ON,N7L0B2,Chatham-Kent,-82.2282,42.40038
École élémentaire catholique Sainte-Thérèse,Catholic,1,1,1,0,5305 Tecumseh Est rue Windsor Ontario N8T1C5,Windsor,ON,N8T1C5,Windsor,-82.96,42.30812
École élémentaire catholique Sainte-Ursule,Catholic,1,1,1,0,573 Grondin rue McGregor Ontario N0R1J0,McGregor,ON,N0R1J0,Essex,-82.9682,42.1449
École élémentaire catholique St-Dominique-Savio,Catholic,1,1,1,0,800 23e est rue Owen Sound Ontario N4K6Z5,Owen Sound,ON,N4K6Z5,Owen Sound,-80.9251,44.56424
École élémentaire catholique Ste-Jeanne-d'Arc,Catholic,1,1,0,0,35 Fallons Lane London Ontario N5V5C1,London,ON,N5V5C1,London,-81.2024,43.02523
École élémentaire catholique Ste-Marguerite-d'Youville,Catholic,1,1,1,0,13025 St. Thomas rue Tecumseh Ontario N8N3P3,Tecumseh,ON,N8N3P3,Tecumseh,-82.8742,42.32098
École élémentaire catholique l'Essor,Catholic,0,0,1,0,13605 St. Gregory chemin Tecumseh Ontario N8N3E4,Tecumseh,ON,N8N3E4,Tecumseh,-82.864,42.3137
École intermédiaire Rivière-Rideau,Public,0,0,1,0,830 Prescott Street Kemptville Ontario K0G1J0,Kemptville,ON,K0G1J0,North Grenville,-75.5123,44.98287
École publique Centre d'éducation et de formation de,Public,0,0,1,1,429 Abbott rue Hawkesbury Ontario K6A2E2,Hawkesbury,ON,K6A2E2,Casselman,-75.0879,45.31442
École secondaire des adultes Le Carrefour,Public,0,0,1,1,2445 St-Laurent boulevard Ottawa Ontario K1G6C3,Ottawa,ON,K1G6C3,Ottawa,-75.6264,45.38126
École secondaire publique Campus secondaire l'Héritage,Public,0,0,1,1,33 Lochiel Street Alexandria Ontario K0C1A0,Alexandria,ON,K0C1A0,North Glengarry,-74.6314,45.306
École secondaire publique De La Salle,Public,0,0,1,1,501 ancienne St-Patrick rue Ottawa Ontario K1N8R3,Ottawa,ON,K1N8R3,Ottawa,-75.6849,45.43495
École secondaire publique Gisèle-Lalonde,Public,0,0,1,1,500 Millennium boulevard Orléans Ontario K4A4X3,Orléans,ON,K4A4X3,Ottawa,-75.4453,45.46873
École secondaire publique L'Académie de la Seigneurie,Public,0,0,1,1,731 des Pommiers rue Casselman Ontario K0A1M0,Casselman,ON,K0A1M0,Casselman,-75.0903,45.30454
École secondaire publique L'Alternative,Public,0,0,1,1,2445 St-Laurent boulevard Ottawa Ontario K1G6C3,Ottawa,ON,K1G6C3,Ottawa,-75.6263,45.38116
École secondaire publique L'Héritage,Public,0,0,1,1,1111 Montréal chemin Cornwall Ontario K6H1E1,Cornwall,ON,K6H1E1,Cornwall,-74.7002,45.01868
École secondaire publique L'Équinoxe,Public,0,0,1,1,399 Isabella rue PEMBROKE Ontario K8A5T4,PEMBROKE,ON,K8A5T4,Pembroke,-77.1217,45.82461
École secondaire publique Le Sommet,Public,0,0,1,1,894 Cécile boulevard Hawkesbury Ontario K6A3R5,Hawkesbury,ON,K6A3R5,Hawkesbury,-74.5987,45.60333
École secondaire publique Louis-Riel,Public,0,0,1,1,1655 Bearbrook chemin Gloucester Ontario K1B4N3,Gloucester,ON,K1B4N3,Ottawa,-75.5716,45.4411
École secondaire publique Marc-Garneau,Public,0,0,1,1,30 Fullerton avenue Trenton Ontario K8V1E4,Trenton,ON,K8V1E4,Quinte West,-77.5546,44.1137
École secondaire publique Maurice-Lapointe,Public,0,0,1,1,17 BRIDGESTONE DR KANATA Ontario K2M0E9,KANATA,ON,K2M0E9,Ottawa,-75.8587,45.27875
École secondaire publique Mille-Iles,Public,0,0,1,1,158 Patrick rue Kingston Ontario K7K3P5,Kingston,ON,K7K3P5,Kingston,-76.5259,44.24236
École secondaire publique Omer-Deslauriers,Public,0,0,1,1,159 Chesterton promenade Ottawa Ontario K2E7E6,Ottawa,ON,K2E7E6,Ottawa,-75.7166,45.35007
École élémentaire publique Carrefour Jeunesse,Public,1,1,1,0,927 St-Jean rue Rockland Ontario K4K1P4,Rockland,ON,K4K1P4,Clarence-Rockland,-75.2882,45.54392
École élémentaire publique Charlotte Lemieux,Public,1,1,0,0,2093 Bel-Air promenade Ottawa Ontario K2C0X2,Ottawa,ON,K2C0X2,Ottawa,-75.7631,45.36288
École élémentaire publique Cité Jeunesse,Public,1,1,0,0,30 Fullerton avenue Trenton Ontario K8V1E4,Trenton,ON,K8V1E4,Quinte West,-77.5547,44.11389
École élémentaire publique De la Rivière Castor,Public,1,1,1,0,100 Maheu rue Embrun Ontario K0A1W0,Embrun,ON,K0A1W0,Russell,-75.2882,45.27611
École élémentaire publique De la Salle,Public,0,0,1,0,501 ancienne St-Patrick rue Ottawa Ontario K1N8R3,Ottawa,ON,K1N8R3,Ottawa,-75.6842,45.43476
École élémentaire publique Francojeunesse,Public,1,1,0,0,119 Osgoode rue Ottawa Ontario K1N6S3,Ottawa,ON,K1N6S3,Ottawa,-75.6796,45.42798
École élémentaire publique Gabrielle-Roy,Public,1,1,0,0,3395 Daoust avenue Gloucester Ontario K1T4A8,Gloucester,ON,K1T4A8,Ottawa,-75.6347,45.34868
École élémentaire publique Gisèle-Lalonde,Public,0,0,1,0,500 Millennium boulevard Orléans Ontario K4A4X3,Orléans,ON,K4A4X3,Ottawa,-75.4452,45.46867
École élémentaire publique Jeanne-Sauvé,Public,1,1,0,0,1917 Gardenway chemin Orléans Ontario K4A2Y7,Orléans,ON,K4A2Y7,Ottawa,-75.4853,45.46539
École élémentaire publique Julie-Payette,Public,1,1,1,0,1385 Halton terrasse Kanata Ontario K2K2P9,Kanata,ON,K2K2P9,Ottawa,-75.9367,45.3485
École élémentaire publique L'Académie de la Seigneurie,Public,1,1,1,0,731 des Pommiers rue Casselman Ontario K0A1M0,Casselman,ON,K0A1M0,Casselman,-75.09,45.30454
École élémentaire publique L'Héritage,Public,0,0,1,0,1111 Montréal chemin Cornwall Ontario K6H1E1,Cornwall,ON,K6H1E1,Cornwall,-74.6996,45.01831
École élémentaire publique L'Odyssée,Public,1,1,0,0,1770 Grey Nuns promenade Orléans Ontario K1C1C3,Orléans,ON,K1C1C3,Ottawa,-75.536,45.46841
École élémentaire publique L'Équinoxe,Public,1,1,1,0,399 Isabella rue PEMBROKE Ontario K8A5T4,PEMBROKE,ON,K8A5T4,Pembroke,-77.1216,45.82381
École élémentaire publique Le Prélude,Public,1,1,0,0,6025 Longleaf promenade Orléans Ontario K1W1G3,Orléans,ON,K1W1G3,Ottawa,-75.5301,45.43751
École élémentaire publique Le Sommet,Public,0,0,1,0,894 Cécile boulevard Hawkesbury Ontario K6A3R5,Hawkesbury,ON,K6A3R5,Hawkesbury,-74.5992,45.60264
École élémentaire publique Louis-Riel,Public,0,0,1,0,1655 Bearbrook chemin Gloucester Ontario K1B4N3,Gloucester,ON,K1B4N3,Ottawa,-75.5708,45.4416
École élémentaire publique Louise-Arbour,Public,1,1,0,0,175 Beech rue Ottawa Ontario K1Y3T1,Ottawa,ON,K1Y3T1,Ottawa,-75.7151,45.3992
École élémentaire publique Madeleine-de-Roybon,Public,1,1,0,0,72 Gilmour avenue Kingston Ontario K7M9G6,Kingston,ON,K7M9G6,Kingston,-76.5259,44.24234
École élémentaire publique Marc-Garneau,Public,0,0,1,0,30 Fullerton avenue Trenton Ontario K8V1E4,Trenton,ON,K8V1E4,Quinte West,-77.556,44.1134
École élémentaire publique Marie-Curie,Public,1,1,0,0,837 Quinlan avenue Ottawa Ontario K1G1R8,Ottawa,ON,K1G1R8,Ottawa,-75.6304,45.39871
École élémentaire publique Maurice-Lapointe,Public,1,1,1,0,17 BRIDGESTONE DR KANATA Ontario K2M0E9,KANATA,ON,K2M0E9,Ottawa,-75.8587,45.27875
École élémentaire publique Mauril-Bélanger,Public,1,1,0,0,307 Montgomery rue Vanier Ontario K1L7W8,Vanier,ON,K1L7W8,Ottawa,-75.6673,45.43266
École élémentaire publique Michaëlle-Jean,Public,1,1,1,0,11 Claridge promenade Barrhaven Ontario K2J5A3,Barrhaven,ON,K2J5A3,Ottawa,-75.7263,45.2882
École élémentaire publique Michel-Dupuis,Public,1,1,1,0,715 Brian Good avenue Ottawa Ontario K4M1B2,Ottawa,ON,K4M1B2,Ottawa,-75.6932,45.26721
École élémentaire publique Mille-Iles,Public,0,0,1,0,158 Patrick rue Kingston Ontario K7K3P5,Kingston,ON,K7K3P5,Kingston,-76.5259,44.2425
École élémentaire publique Nouvel Horizon,Public,1,1,0,0,433 Cartier boulevard Hawkesbury Ontario K6A1V9,Hawkesbury,ON,K6A1V9,Hawkesbury,-74.6013,45.60632
École élémentaire publique Omer-Deslauriers,Public,0,0,1,0,159 Chesterton promenade Nepean Ontario K2E7E6,Nepean,ON,K2E7E6,Ottawa,-75.7166,45.3496
École élémentaire publique Rivière-Rideau,Public,1,1,1,0,51 Academic Crescent Kemptville Ontario K0G1J0,Kemptville,ON,K0G1J0,North Grenville,-75.6377,45.00848
École élémentaire publique Rose des Vents,Public,1,1,0,0,1650 2ième Rue Est Cornwall Ontario K6H2C3,Cornwall,ON,K6H2C3,Cornwall,-74.6936,45.03157
École élémentaire publique Séraphin-Marion,Public,1,1,0,0,2147 Loyola avenue Ottawa Ontario K1J7W3,Ottawa,ON,K1J7W3,Ottawa,-75.5922,45.4527
École élémentaire publique Terre des Jeunes,Public,1,1,1,0,33 Lochiel Est rue Alexandria Ontario K0C1A0,Alexandria,ON,K0C1A0,North Glengarry,-74.6314,45.306
École élémentaire publique Trille des Bois,Public,1,1,1,0,140 Genest rue Vanier Ontario K1L7Y9,Vanier,ON,K1L7Y9,Ottawa,-75.6706,45.4397
Académie de Trois-Rivières,Public,0,0,1,1,"1875, rue Nicolas-Perrot Trois-Rivières QC G9A1C5",Trois-Rivières,QC,G9A1C5,Trois-Rivières,-72.548159,46.359185
Institut Gault,Public,1,1,0,0,"17, rue Gault Salaberry-de-Valleyfield QC J6S3R4",Salaberry-de-Valleyfield,QC,J6S3R4,Salaberry-de-Valleyfield,-74.131153,45.262162
École Maurice-Lavallee,Francophone,0,0,0,1,"8828, 95e Rue NO Edmonton, Alberta  T6C 4H9",Edmonton,AB,T6C4H9,Edmonton,-113.4755635,53.5244291
École de la Rose Sauvage,Francophone,0,0,1,1,"2512 4 Street NW, Calgary T2M 2Z9, Alberta",Calgary,AB,T2M2Z9,Calgary,-114.0714563,51.07472999
C.-E.-Pouliot,Public,0,0,1,1,"85, boulevard de Gaspé Gaspé QC G4X2T8",Gaspé,QC,G4X2T8,Gasp?,-64.477564,48.836896
Polyvalente Monseigneur S?vigny,Public,0,0,1,1,"155, rue Mgr Ross Ouest Chandler QC G0C1K0",Chandler,QC,G0C1K0,Chandler,-64.685828,48.354988
Saint-Joseph - Saint-Patrick,Public,1,1,0,0,"183, rue Commercial Ouest Chandler QC G0C1K0",Chandler,QC,G0C1K0,Chandler,-64.684851,48.348694
Portneuf,Public,1,1,0,0,"35, rue Richard Cap-Santé QC G0A1L0",Cap-Santé,QC,G0A1L0,Cap-Sant?,-71.756791,46.674738
Saint-Vincent,Public,1,1,0,0,"995, avenue Wolfe Québec QC G1V3J9",Québec,QC,G1V3J9,Qu?bec,-71.293092,46.774988
Drummondville,Public,1,1,0,0,"1050, rue Chabanel Drummondville QC J2B2J5",Drummondville,QC,J2B2J5,Drummondville,-72.476877,45.867262
"R?gionale H?ritage, secondaire",Public,0,0,1,1,"7445, chemin de Chambly Longueuil QC J3Y3S3",Longueuil,QC,J3Y3S3,Longueuil,-73.391573,45.490368
St. Mary's,Public,1,1,0,0,"1863, rue Brébeuf Longueuil QC J4J3P3",Longueuil,QC,J4J3P3,Longueuil,-73.484945,45.527726
Saint-Jude,Public,1,1,0,0,"781, avenue Miller Longueuil QC J4V1W8",Longueuil,QC,J4V1W8,Longueuil,-73.474033,45.481481
Saint-Jude Elementary School,Public,1,1,0,0,"122, rue Saint-Jude Deux-Montagnes QC J7R3L6",Deux-Montagnes,QC,J7R3L6,Deux-Montagnes,-73.891995,45.539316
Terry-Fox,Public,1,1,0,0,"1648, rue Langevin Longueuil QC J4T1X7",Longueuil,QC,J4T1X7,Longueuil,-73.469866,45.499864
St. Monica,Public,1,1,0,0,"6440, rue de Terrebonne Montréal QC H4B1B1",Montréal,QC,H4B1B1,Montr?al,-73.634196,45.467215
Laurier Macdonald Complex,Public,0,0,1,1,"7355, boulevard Viau Montréal QC H1S3C2",Montréal,QC,H1S3C2,Montr?al,-73.58549,45.576844
Children's World Academy,Public,1,1,0,0,"2241, rue Ménard Montréal QC H8N1J2",Montréal,QC,H8N1J2,Montr?al,-73.629762,45.438389
John Rennie High,Public,0,0,1,1,"501, boulevard Saint-Jean Pointe-Claire QC H9R3J5",Pointe-Claire,QC,H9R3J5,Pointe-Claire,-73.816659,45.450855
MacDonald High,Public,0,0,1,1,"17, avenue Maple Sainte-Anne-de-Bellevue QC H9X2E5",Sainte-Anne-de-Bellevue,QC,H9X2E5,Sainte-Anne-de-Bellevue,-73.944147,45.407436
Edward Murphy,Public,1,1,0,0,"6800, ave. Pierre-De Coubertin Montréal QC H1N1T2",Montréal,QC,H1N1T2,Montr?al,-73.532815,45.581851
John F. Kennedy Complex,Public,0,0,1,1,"3030, rue Villeray Montréal QC H2A1E7",Montréal,QC,H2A1E7,Montr?al,-73.604059,45.559822
Hemmingford,Public,1,1,0,0,"548, rue Champlain Hemmingford QC J0L1H0",Hemmingford,QC,J0L1H0,Hemmingford,-73.58314,45.045002
McCaig Elementary School,Public,1,1,0,0,"501, rue Northcote Rosemère QC J7A1Y1",Rosemère,QC,J7A1Y1,Rosem?re,-73.788627,45.64821
Saint-Johns,Public,1,1,1,1,"380, rue Saint-Michel Saint-Jean-sur-Richelieu QC J3B1T4",Saint-Jean-sur-Richelieu,QC,J3B1T4,Saint-Jean-sur-Richelieu,-73.270286,45.314725
Saint-Lawrence - Champlain,Public,0,1,0,0,"148, boulevard Champlain Candiac QC J5R3T2",Candiac,QC,J5R3T2,Candiac,-73.528108,45.38858
Buckingham,Public,1,1,0,0,"615, rue Georges Gatineau QC J8L2E1",Gatineau,QC,J8L2E1,Gatineau,-75.422824,45.582128
Poltimore,Public,1,1,0,0,"2, chemin Paugan Val-des-Monts QC J8N2G9",Val-des-Monts,QC,J8N2G9,Val-des-Monts,-75.711667,45.789343
Outreach and Focus Complex,Public,0,1,0,0,"4850, avenue Coronation Montréal QC H4V2E2",Montréal,QC,H4V2E2,Montr?al,-73.643838,45.461912
Namur,Public,1,1,1,1,"333, rue de l'Hôtel-de-Ville Namur QC J0V1N0",Namur,QC,J0V1N0,Namur,-74.930653,45.894508
Lord Aylmer Senior Campus,Public,1,1,0,0,"116, avenue Frank Robinson Gatineau QC J9H4A6",Gatineau,QC,J9H4A6,Gatineau,-75.839433,45.39093
